name, description, price
IMPULS,pitcher with lid,0
INBYN,chest,100
INDIRA,bedspread,0
INDO GABBEH,rug,100
INFO,scale,0
INGEMAR,bar stool with backrest,100
INGO,dining table,0
INGOLF,bar stool with backrest,100
INGOLF,chair,0
INGOLF,chair pad,100
INGOLF,chair with armrests,0
INGOLF,chair with chair pad,100
INGOLF,junior chair,0
INGOLF,kitchen bench,100
INGOLF,stool,0
INNER,inner cushion,100
INREDA,cabinet lighting,0
INREDA,lighting strip,100
INSATS,measuring cups,0
IRIS,series,100
IRJA,curtain rod set,0
IRMA,cushion,100
IRMA,throw,0
ISDANS,roller blind,100
ISKORN,2-piece salad server set,0
ISTAD,plastic bag,100
IVAR,chair,0
IVAR,shelving unit,100
IVAR,system,0
IVETOFTA,lantern,100
JÄLL,laundry bag with stand,0
JÄMKA,food saver,100
JÄMKA,jar with lid,0
JÄMKA,series,100
JANNE,swivel chair,0
JANSJÖ,series,100
JANSJÖ,work lamp,0
JANUARI,cord set with diffuser,100
JANUARI,floor lamp base,0
JANUARI,table lamp base,100
JAREN,spring mattress,0
JÄTTEBRA,plant pot,100
JÄTTEFIN,plant pot,0
JAVNAKER,mattress set,100
JEFF,folding chair,0
JIGGA,handle,100
JOAKIM,swivel chair,0
JOHAN,desk with shelf unit,100
JÖKEL,floor uplight/reading lamp,0
JOKER,candle dish,100
JONAS,series,0
JONDAL,mirror,100
JONISK,floor/table lamp,0
JONSBO ÅSARP,table lamp,100
JONSBO ÅSARP,table lamp base,0
JONSBO BÄRBY,table lamp,100
JONSBO BÄRBY,table lamp base,0
JONSBO EGBY,table lamp,100
JONSBO GRYBY,table lamp,0
JONSBO GRYBY,table lamp base,100
JONSBO ILSBO,table lamp,0
JONSBO ORÖD,table lamp,100
JONSBO ORÖD,table lamp base,0
JONSBO,shade,100
JORUN FRÖ,duvet cover and pillowcase(s),0
JORUN,collection,100
JUBLA,pillar candle,0
JUBLA,series,100
JULES,junior desk chair,0
JULES,swivel chair,100
JULES,visitor chair,0
JULIUS,bar stool,100
JUSTINA,chair pad,0
KAJSA BLAD,duvet cover and pillowcase(s),100
KAJSA ROSOR,duvet cover and pillowcase(s),0
KAJSA STEN,duvet cover and pillowcase(s),100
KAJSA TRÄD,duvet cover and pillowcase(s),0
KAJSA,collection,100
KAJSA,small storage series,0
KAJSASTINA,fabric,100
KALAS,18-piece cutlery set,0
KALAS,bowl,100
KALAS,plate,0
KALAS,tumbler,100
KALASET,espresso cup and saucer,0
KALLT,5-arm candelabra,100
KALLT,7-arm candelabra,0
KALLT,decoration lighting,100
KALLT,garland with lights,0
KALLT,hanging decoration,100
KALLT,hanging lights/drape 48 snowflakes,0
KALLT,light chain 16 snowflakes,100
KALLT,light chain 24 spruce trees,0
KALLT,light chain 32 bulbs,100
KALLT,light chain 48 snowflakes,0
KALLT,light chain with 10 stars,100
KALLT,light stick,0
KALLT,silhouette light,100
KALLT,table lamp,0
KALLT,wall decoration 40 bulbs,100
KAMFER,plant glide,0
KANELBULLAR,cinnamon bun,100
KANIST,vase,0
KAPA,plant pot,100
KÅRABODA,lantern for candle in a metal cup,0
KARBY,rug,100
KARDEMUMMA,bowl,0
KARDEMUMMA,plant pot,100
KARDEMUMMA,series,0
KARENS,vase,100
KARIT,bedspread and cushion cover,0
KARLSKRONA,chaise lounge,100
KARLSTAD,2 chaise lounges + sofa,0
KARLSTAD,2 chaise lounges and loveseat,100
KARLSTAD,cover-sofabed,0
KARLSTAD,cushion,100
KARLSTAD,leg,0
KARLSTAD,series,100
KARLSTAD,series leather,0
KARSTEN,swivel chair,100
KASSETT,series,0
KASSETT,storage rack for writing materials,100
KASSETT,wastepaper basket,0
KATTRUP,rug,100
KATTUDDEN,toiletry bag set of 2,0
KAUSTBY,chair,100
KAUSTBY,chair pad,0
KAVALKAD,frying pan,100
KAVALKAD,series,0
KETTY RAND,cushion,100
KETTY VÄRLD,cushion,0
KETTY,pot holder,100
KEX BALLERINA,cookies with chocolate,0
KEX SINGOALLA,cookies with raspberry jam,100
KIBÄK,rug,0
KILBY,bookcase,100
KIVIK,chaise cover,0
KIVIK,cover one-seat section,100
KIVIK,loveseat cover,0
KIVIK,series,100
KIVIK,sofa cover,0
KIVSTA,shade,100
KLACK,tray,0
KLADD PRICKAR,bib,100
KLADD RANDIG,bib,0
KLADD,baby bib,100
KLAPPAR,series,0
KLÄPPE,swivel chair,100
KLAPPSTA,chair,0
KLAVIATUR,wall uplight,100
KLAVSTA,shade,0
KLEMENS,pair of armrests,100
KLEMENS,swivel chair,0
KLINGSBO,coffee table,100
KLINGSBO,series,0
KLINGSBO,side table,100
KLINTHULT,chair,0
KLIPPAN,loveseat,100
KLIPPAN,series,0
KLIPPIG,handle,100
KLISTRIG,place mat,0
KLOBO,loveseat,100
KLUBBO,coffee table,0
KLUBBO,nesting tables,100
KLUDD,noticeboard,0
KNÄCKEBRÖD LEKSANDS,rye crispbread,100
KNAPPA,pendant lamp,0
KNAPPA,series,100
KNASTER,decorative stones,0
KNATA,box with lid for paper,100
KNIPSA,basket,0
KNODD,bin with lid,100
KNOPPA,fitted sheet,0
KNOPPA,flat sheet,100
KNÖS,unknown,0
KNUBBIG,table lamp,100
KNUFF,magazine file,0
KNUTSTORP,chaise lounge,100
KNYCK,napkin holder,0
KÖGE,door mat,100
KÖGE,rug,0
KOJA,tent,100
KOLDBY,cowhide,0
KOLJA,mirror,100
KOLON,floor protector,0
KOMISK,triple cushion cover,100
KOMPISAR,bumper pad,0
KOMPLEMENT,basket,100
KOMPLEMENT,multi-use hanger,0
KOMPLEMENT,storage with compartments,100
KONCIS,roasting pan,0
KONCIS,series,100
KONSMO,series,0
KONVALJ,bedspread/blanket,100
KOPPANG,3 drawer chest,0
KOPPLA,6 outlet power bar with switch,100
KORALL ANEMON,tent,0
KORPO,chair with armrests,100
KORREKT,handle,0
KORSFJORD,5-piece bathroom set,100
KORT,art card,0
KOSING,handle,100
KOSING,knob,0
KOTTEBO,basket,100
KRABB,mirror,0
KRAFTIG,chopping board,100
KRAMA,washcloth,0
KRÄMARE,track light with 3 spotlights,100
KRÄMARE,triple ceiling spotlight,0
KRÄMARE,wall spotlight,100
KRAMFORS,series leather,0
KRISTALLER,chandelier,100
KRITTER,eries,0
KROBY,series,100
KROKEN,rail,0
KROKEN,series,100
KROKVIK,chair hanger,0
KRUS,jar with lid,100
KRYP,ceiling spotlight with 3 lights,0
KRYSSBO,series,100
KULLA,series,0
KULLA,table lamp,100
KULLEN,3 drawer chest,0
KULLEN,chest with 2 drawers,100
KULLEN,chest with 5 drawers,0
KURA,bed tent,100
KURA,reversible bed,0
KUSINER,series,100
KUVERT,place mat,0
KVART,series,100
KVARTA,alarm clock,0
KVARTA,wall clock,100
KVARTAL,ceiling fixture,0
KVARTAL,corner fixture for triple track,100
KVARTAL,corner piece,0
KVARTAL,draw rod,100
KVARTAL,glide,0
KVARTAL,single track rail,100
KVARTAL,top and bottom rail,0
KVARTAL,triple curtain rail,100
KVARTAL,wall hardware,0
KVIBY,4-drawer dresser,100
KVINTETT,wall uplight,0
KVISSEL,door mat,100
KVOT,dish drainer,0
LACK,series,100
LACK,wall shelf unit,0
LÄCKÖ,series,100
LADDA,battery charger and 6 batteries,0
LADDA,rechargeable battery,100
LAGAN,countertop,0
LAGAN,microwave oven with extractor fan,100
LAGAN,range with ceramic cooktop,0
LAGAN,single lever kitchen faucet,100
LAGAN,single-bowl inset sink,0
LÅGIS,mouse pad,100
LAGRA,floor/reading lamp,0
LAGRA,spotlight,100
LAGRA,work lamp,0
LAIVA TV,unit,100
LAIVA,bookcase,0
LAIVA,bridging shelf,100
LAIVA,desk,0
LÄKT,floor,100
LÄKT,molding,0
LÄKT,multi-function profile,100
LAMPAN,table lamp,0
LÄMPLIG,chopping board,100
LÄMPLIG,trivet,0
LANDET,6-piece vehicle set,100
LANDET,8-piece assorted animal set,0
LANDET,farmhouse with animals,100
LÅNGASJÖ,frame,0
LANNI,chair,100
LANSA,handle,0
LÄRD,20-piece cutlery set,100
LÅSBY,rug,0
LÄTT,children's table and 2 chairs,100
LÄTTSAM,baby bath,0
LÄTTSAM,changing table baskets set of 3,100
LÄTTSAM,children's potty,0
LAVER,chair,100
LEDET,floor lamp,0
LEDET,table lamp,100
LEDING,track light with 3 spotlights,0
LEDING,track light with 5 spotlights,100
LEENDE,carafe,0
LEGITIM,chopping board,100
LEGITIM,chopping board,0
LEGYM,2-piece salad server set,100
LEIRVIK,bed frame,0
LEKA,eries,100
LEKFULL LAND,rug,0
LEKFULL STAD,rug,100
LEKMAN,box,0
LEKPLATS,play mat,100
LEKSVIK,buffet,0
LEKSVIK,cabinet,100
LEKSVIK,children's room series,0
LEKSVIK,desk,100
LEKSVIK,dining series,0
LEKSVIK,hook,100
LEKSVIK,rack with 5 hooks,0
LEN STJÄRNA,crib comforter,100
LEN,crib comforter,0
LEN,crib fitted sheet,100
LEN,crib pillow,0
LEN,crib pillowcase,100
LEN,fitted sheet,0
LEN,flat sheet,100
LEN,mattress protector,0
LENA,fabric,100
LENDA,fabric,0
LENDA,pair of curtains with tie-backs,100
LERAN,pendant lamp,0
LERBERG CD/DVD,wall shelf,100
LERBERG,series,0
LERBERG,shelf unit,100
LERDAL,chandelier,0
LERSTA,reading/floor lamp,100
LEVANGER,mirror,0
LIALOTTA,plastic-coated fabric,100
LIATORP,coffee table,0
LIATORP,series,100
LIATORP,sofa table,0
LIDAN,basket,100
LIDAN,basket,0
LIDAN,basket,100
LIDAN,door-mounted storage,0
LIDAN,toiletry bag set of 2,100
LILL,pair of curtains,0
LILLABO,series,100
LILLÅNGEN,chest of drawers with 3 drawers,0
LILLÅNGEN,end unit,100
LILLÅNGEN,glass shelf,0
LILLÅNGEN,high cabinet,100
LILLÅNGEN,mirror cabinet with 1 door,0
LILLÅNGEN,mirror cabinet with 2 doors,100
LILLÅNGEN,series,0
LILLÅNGEN,shelf,100
LILLESAND,bed frame,0
LILLHOLMEN,ceiling/wall lamp,100
LILLHOLMEN,mirror,0
LILLHOLMEN,series,100
LILLHOLMEN,wall lamp,0
LIMMAREN,4-piece bathroom set,100
LIMMAREN,bottle,0
LINDMON,enetian blind,100
LINDSDAL,handle,0
LINDSDAL,knob,100
LINDVED,side table,0
LINGO,series,100
LINNARP,series,0
LINUS,chair,100
LISELOTT,roller blind,0
LIVFULL,plant pot,100
LJUSÅS SALBO,table lamp,0
LJUSÅS USTA,table lamp,100
LJUSÅS UVÅS,table lamp,0
LJUSÅS YSBY,table lamp,100
LJUSDAL,wall shelf,0
LJUSNAN,box with lid,100
LÖBBO,shade,0
LOCK,ceiling lamp,100
LÖDDER,series,0
LOGGA,series,100
LÖJA,20-piece cutlery set,0
LÖNSBODA,scented candle in glass,100
LOSSNEN,replacement brush,0
LOTS,mirror,100
LÖVA,bed canopy,0
LOVIKEN,dual control kitchen faucet,100
LUDDE,sheepskin,0
LUDVIG,laptop shelf/charging station,100
LUDVIG,laptop workstation,0
LUDVIG,router/modem wall cabinet,100
LUFTIG HOO,50 S exhaust hood,0
LUFTIG HOO,50 S exhaust hood,100
LUFTIG HOO,50 S exhaust hood,0
LUFTIG,exhaust fan,100
LUGN,bowl,0
LUGN,plate,100
LUMMIG,curtain rod set,0
LUMMIG/LINDMON,window solution,100
LUNS,writing/magnetic board,0
LUPIN,enetian blind,100
LUSTIFIK,hat/shoe rack,0
LUSY KLOSS,duvet cover and pillowcase(s),100
LUSY VÄV,duvet cover and pillowcase(s),0
LUSY,bedspread/blanket,100
LUSY,collection,0
LYCKA,series,100
LYCKHEM,dining table,0
LYCKHEM,occasional table,100
LYCKSELE HÅVET,mattress,0
LYCKSELE LÖVÅS,mattress,100
LYCKSELE MURBO,mattress,0
LYCKSELE,series,100
LYDUM,rug,0
LYFT,20-piece cutlery set,100
LYKTA,table lamp,0
LYSTER,candle dish,100
MACKIS,storage rack for writing materials,0
MAGASIN,chopping board,100
MAGASIN,cutlery caddy,0
MAGASIN,dish drainer,100
MAGASIN,rolling pin,0
MAGGAN,place mat,100
MAGGAN,table-runner,0
MAGNESIUM,spotlight,100
MAGNESIUM,spotlight system,0
MAJBY,chair with armrests,100
MAJKEN,fabric,0
MAJVOR,chair pad,100
MÅLA,series,0
MÄLARÖ,series,100
MÄLLA,box,0
MALM,3-piece headboard/bed shelf set,100
MALM,4-drawer chest,0
MALM,outh,100
MALM,series,0
MALMA,mirror,100
MALOU,duvet cover and pillowsham(s),0
MALTE,bar stool,100
MAMMUT,series,0
MANDAL,series,100
MANDEL,series,0
MÅNLJUS,pendant lamp,100
MÅNLJUS,table lamp,0
MÅNSTAD,corner sofa-bed w storage,100
MÅNSTAD,corner sofa-bed w storage,0
MAREN,toilet seat,100
MARGINAL,wall shelf with retaining edge,0
MARIEBERG,chair cushion,100
MÄRIT,place mat,0
MÄRIT,table-runner,100
MARIUS,stool,0
MARKLAND,floor,100
MARKUS,swivel chair,0
MARTIN,chair,100
MÅSNAN,toiletries bag,0
MATA,4-piece dinnerware set,100
MATILDA,pair of curtains,0
MATTEUS,desk,100
MÅTTLIG,milk-frothing jug,0
MAVAS,entertainment center,100
MEDALJ,pot with lid,0
MEDALJ,series,100
MELBU,bed frame,0
MELDAL,day-bed frame,100
MELLTORP,dining table,0
MELLTORP,occasional table,100
MELODI,pendant lamp,0
MERETE,pair of curtains,100
METALL DUTT,picture holders,0
METALL EPOK,frame for 2 pictures,100
METRIK,handle,0
MICKE,series,100
MIEN,storage box,0
MIL,floor lamp,100
MIL,work lamp,0
MINDE,mirror,100
MINNA,fabric,0
MINNEN,series,100
MIXA,3-piece kitchen utensil set,0
MIXTUR,oven/serving dish,100
MIXTUR,series,0
MJÄLLBY,scented candle in pot,100
MJÄLLBY,scented candle in pot with lid,0
MJÖD,series,100
MJÖNÄS,lantern with block candle,0
MJÖNÄS,tealight holder,100
MOLGER,mirror,0
MOLGER,series,100
MOLNIG,chandelier,0
MONALIS,fabric,100
MONGSTAD,mirror,0
MÖRKT,lantern for candle in a metal cup,100
MÖRKT,lantern for tealight,0
MÖRRUM,bed frame with drawers,100
MOSES,swivel chair,0
MOSJÖ TV,unit,100
MOTORP,series,0
MOTTO,bowl,100
MUDDUS,drop-leaf table,0
MULA,24 building blocks with wagon,100
MULA,abacus,0
MULA,bead roller coaster,100
MULA,crane with blocks,0
MULA,shape sorter,100
MULA,stack &nest cups,0
MULA,stacking rings,100
MULA,toy hammering block,0
MULIG,clothes bar,100
MULIG,clothes rack,0
MUSIK,wall lamp,100
MUSSLA,2-piece knife set,0
MYDAL,bunk bed frame,100
MYKEN,table mirror,0
MYSA GRÄS,comforter,100
MYSA LJUNG,comforter,0
MYSA RÖNN,comforter,100
MYSA RÖNN,comforter,0
MYSA RÖNN,comforter,100
MYSA RÖNN,comforter,0
MYSA STRÅ,comforter,100
MYSA STRÅ,comforter,0
MYSA STRÅ,comforter,100
MYSA STRÅ,comforter,0
MYSA VETE,comforter,100
MYSA VETE,comforter,0
MYSA VETE,comforter,100
MYSA VETE,comforter,0
NÄCKTEN,bathmat,100
NÄCKTEN,hand towel,0
NÄCKTEN,shower curtain,100
NANDOR,chair,0
NÄRHET,series,100
NÄSBY,door mat,0
NÄSSJÖ,candle holder,100
NÄSSJÖ,candlestick,0
NÄSTVED,rug,100
NÄSUM,series,0
NÄTT,20-piece cutlery set,100
NEDDA,chair pad,0
NEGLINGE,candlestick/tealight holder,100
NEKTARIN,self-watering plant pot,0
NIDELVA,storage tin with lid,100
NILS,armchair,0
NILS,chair,100
NILS,stool,0
NISSE,folding chair,100
NIVÅ,floor liner,0
NJUTA,bath brush,100
NJUTA,bathrobe,0
NJUTA,body puff,100
NJUTA,foot file,0
NJUTA,foot/nail brush set of 2,100
NJUTA,pajamas,0
NJUTA,slippers,100
NOGA,teething rail for crib,0
NOJS,alarm clock,100
NOMINELL,pair of armrests,0
NOMINELL,swivel chair,100
NON,bookcase/picture lighting,0
NON,countertop lighting,100
NON,countertop lighting,0
NON,spotlight with shade,100
NORBO,wall-mounted drop-leaf table,0
NORDANÖ,series,100
NORDDAL,bunk bed frame,0
NORDEN,dining table,100
NORDEN,series,0
NORDEN,sideboard,100
NORDMYRA,chair,0
NORESUND,mirror,100
NORESUND,nightstand,0
NORNA,chair pad,100
NORRESKOG,scented candle in glass,0
NORRNÄS,chair,100
NORRÖRA,2-piece bathroom dish set,0
NORRSKEN,low-voltage wire,100
NORRSKEN/DECENNIUM,spotlight,0
NORRSKEN/DYGN,spotlight,100
NORRSKEN/STRATOSFÄR,spotlight,0
NORRSTEN,collection,100
NORRTORP,wall shelf,0
NORVALD,chair,100
NORVALD,chair pad,0
NOSTALGISK,series,100
NOT,floor uplight,0
NOT,floor uplight/reading lamp,100
NUMERÄR,countertop,0
NUMERÄR,countertop,100
NUMERÄR,sink bowl,0
NUTID HDN,650 S exhaust hood,100
NUTID,23 S refrigerator/freezer,0
NUTID,23 W refrigerator/freezer,100
NUTID,25 S refrigerator/freezer,0
NUTID,forced air oven,100
NUTID,oven,0
NUTID,series,100
NYFORS,floor lamp,0
NYFORS,floor/reading lamp,100
NYFORS,table lamp,0
NYFORS,work lamp,100
NYPONROS,duvet cover and pillowcase(s),0
NYSNÖ,2-piece bar set,100
NYSNÖ,champagne flute,0
NYSNÖ,disposable cup,100
NYSNÖ,glass,0
NYSNÖ,ice bucket with tongs,100
NYSNÖ,mug,0
NYSNÖ,mug and saucer,100
NYSNÖ,napkin holder,0
NYSNÖ,paper napkin,100
NYSNÖ,paper plate,0
NYSNÖ,paper side plate,100
NYSNÖ,pitcher,0
NYSNÖ,place mat,100
NYSNÖ,serving bowl,0
NYSNÖ,serving plate,100
NYSNÖ,serving stand,0
NYSNÖ,wine/champagne cooler,100
NYSTED,rug,0
NYTER,paper napkin,100
NYTTIG FIL,2 charcoal filter,0
NYTTIG FIL,3 charcoal filter,100
NYTTIG FIL,4 charcoal filter,0
NYTTIG FIL,5 charcoal filter,100
NYTTIG,power supply cable w/3-prong plug,0
NYTTIG,power supply cable w/4-prong plug,100
NYTTJA,frame,0
NYTTJA,series,100
OBSERVATÖR,unknown,0
ODDA,nightstand,100
ODDA,series,0
ODDA,wall cabinet with sliding door,100
ODDVAR,stool,0
ÖDMJUK,series,100
OFELIA VASS,duvet cover and pillowcase(s),0
OFELIA,collection,100
OLLE,chair,0
OLUNDA,picture,100
OLUNDA,series,0
OMAR,1 shelf section,100
OMAR,1 shelf section/bottle racks,0
OMAR,2 shelf sections,100
OMAR,basket,0
OMAR,shelving unit,100
OMAR,system,0
OMAR,wine shelf,100
OMAR,wire basket,0
OMSORG,shoe tree,100
OMSORG,shoe tree,0
OMTYCKT,place mat,100
ÖPPEN,bowl,0
ÖPPEN,plate,100
OPTIMAL,series,0
ORCHIDACEAE,potted plant,100
ORDENTLIG,place mat,0
ORDNING,colander,100
ORDNING,cutlery caddy,0
ORDNING,dish drainer,100
ORDNING,kitchen utensil rack,0
ORDNING,scale,100
ORDNING,timer,0
ORE,shower curtain rod,100
ÖRESUND,toilet seat,0
ORGEL VRETEN,floor lamp,100
ORGEL,series,0
ORRLÖT,4-piece bathroom set,100
ÖSTERBYMO,frame,0
ÖSTERBYMO,frame for 2 pictures,100
OTTAVA,pendant lamp,0
OVANLIG,vase,100
OXEL,box spring cover,0
OXSKÄR,single lever kitchen faucet,100
PÅLITLIG,vase,0
PAPAJA,plant pot,100
PAPAVER OVAL,duvet cover and pillowcase(s),0
PAPAVER VÅG,duvet cover and pillowcase(s),100
PAPAVER,duvet cover and pillowcase(s),0
PARAGRAF,caster for hard floors,100
PATRIK,swivel chair,0
PATRIK,visitor chair,100
PATRULL,3 pair of anti-slip socks,0
PATRULL FAST,safety gate,100
PATRULL SMIDIG,safety gate,0
PATRULL SMIDIG,safety gate extension,100
PATRULL,bathtub mat,0
PATRULL,corner bumper,100
PATRULL,drawer/cabinet catch,0
PATRULL,multilock,100
PATRULL,safety chain,0
PATRULL,tub mat,100
PAX,system,0
PELLO,chair,100
PEPPARKAKOR ANNAS,ginger thins in box,0
PEPPARKAKOR ANNAS,ginger thins with almonds,100
PEPPARKAKOR ANNAS,ginger thins with cappuccino flavor,0
PEPPARKAKOR ANNAS,ginger thins with orange-flavor,100
PEPPARKAKOR ANNAS,wholemeal ginger thins,0
PERISKOP,hook,100
PERISKOP,towel rail,0
PERSIKA,vase,100
PERSISK GABBEH,rug,0
PERSISK HAMADAN,rug,100
PERSISK KELIM GASHGAI,rug,0
PERSISK KELIM,rug,100
PERSISK,rug,0
PHALAENOPSIS,potted plant,100
PILATORP,basket,0
PIRO,wall clock,100
PJÄS,basket,0
PJÄS,basket with base,100
PJÄS,decorative vase,0
PJÄS,dish,100
PJÄTTERYD,picture,0
PJÄTTERYD,series,100
PLAN,molding,0
PLAN,multi-function profile,100
PLAN,quarter round,0
PLAN,wall clip for skirting board,100
PLASTIS,dishwashing brush,0
PLASTIS,ice cube tray,100
PLASTIS,rubber gloves,0
PLATTA,decking,100
PLIKTIG,paper napkin,0
PLUGGIS,magazine file,100
PLUGGIS,wastepaper basket,0
POÄNG,chair,100
POÄNG,children's armchair,0
POÄNG,footstool,100
POÄNG,series,0
POKAL,series,100
POKAL,tumbler,0
POLARVIDE,throw,100
POMP,lantern for block candle,0
PORTIS,series,100
POTATISMOS,mashed potatoes,0
POVEL,caster for soft floors,100
PRÄGEL,countertop,0
PRAKTFULL PRO,51 S gas range,100
PRAKTFULL PRO,50 S exhaust hood,0
PRAKTFULL,gas range with wall panel/extr hood,100
PRÄKTIG,curtain rod set,0
PRÄNT,box,100
PRÄNT,box with lid,0
PRÄNT,magazine box with lid,100
PREMIÄR,series,0
PRESSA,clothes pin,100
PRESSA,hanging dryer with 16 clothes clips,0
PRESSA,ironing board cover,100
PRESTERA,fish/poultry shears,0
PRICKIG,microwave lid,100
PRODUKT,milk-frother,0
PRÖJS,desk pad,100
PROMPT,roasting pan with grill rack,0
PROPER,series,100
PRUTA,food saver,0
PUGG,wall clock,100
PULT,ceiling lamp,0
PUNKT,caster for soft floors,100
PUNKTLIG,paper napkin,0
PYRA,wok,100
PYSSLA,bead shape set of 4,0
PYSSLA,beads,100
RÅÅN,4-piece bathroom set,0
RÅÅN,mirror,100
RÅÅN,series,0
RÅÅN,soap dish,100
RÅÅN,soap dispenser,0
RABALDER,cable reel,100
RÅDIG,espresso maker 3 cup,0
RADIUM,spotlight system,100
RAGNA,fabric,0
RAJTAN,spice jar,100
RAKET,table easel,0
RAM,frame,100
RAM,mirror,0
RAMSKÄR,bathmat,100
RAMVIK,coffee table,0
RAMVIK,side table with drawer,100
RÄNTA,countertop lighting,0
RARITET,cheese dome,100
RARITET,food saver,0
RARITET,sereis,100
RAST,3 drawer chest,0
RAST,nightstand,100
RATIONELL,series,0
RÄTTVIK,series,100
RAVENEA,potted plant,0
REBBENES,leg frame,100
REDA,food saver,0
REDALEN,bed frame,100
REGOLIT,pendant lamp shade,0
REGOLIT,series,100
REKO,glass,0
REKTANGEL,series,100
REKTANGEL,vase,0
RENATE FLORA,pair of curtains,100
RENATE,collection,0
RENATE,shade,100
RENLIG,dishwasher,0
RENLIG,dishwasher with tall tub,100
RENLIG,integrated dishwasher,0
RENS,sheepskin,100
RESURS,carving board,0
RETRÄTT,knife block,100
RETUR,recycling bin,0
RIBBA,frame,100
RIBBA,frame for 2 pictures,0
RIBBA,series,100
RICKARD,swivel chair,0
RIGEL,hook,100
RIGGA,clothes rack,0
RIKLIG,teapot,100
RIKTIG ÖGLA,curtain ring,0
RIKTIG,curtain ring,100
RIKTIG,gathering tape,0
RIKTIG,hook,100
RIKTIG,tie-back,0
RILL,caster,100
RILL,locking caster,0
RINGSKÄR,detergent dispenser,100
RINGSKÄR,single lever kitchen faucet,0
RINGUM,rug,100
RISÖR,room divider,0
RISTEN,box with lid,100
RISTEN,box,0
RITVA,series,100
RIVAL,chopsticks 6 pairs,0
ROFYLLD,childrens rocking-chair,100
ROGER,chair,0
RÖJA,label holder,100
ROMANTISK,tray,0
RÖNÅS,block candle holder,100
RÖNÅS,candlestick,0
RÖNÅS,series,100
RÖNÅS,tealight holder,0
RONDO,18-piece dinnerware set,100
RÖNNBÄR,plant pot,0
RÖNNBÄR,saucer,100
RÖNNSKÄR,series,0
RÖRA,mortar and pestel,100
ROSTAD LÖK,roasted onion,0
ROTERA,lantern for tealight,100
RUDOLF,swivel chair,0
RUFSIG,wok utensils,100
RUGGA,picture hook,0
RULL,knob,100
RUNDEL,laundry bin,0
RUNDEL,wastepaper basket,100
RUSCH,wall clock,0
RUSIG,decorative stickers,100
RUSIG,rocker,0
RUSTIK,20-piece cutlery set,100
RUTBO,series,0
RUTER,ironing board,100
RUTGER/JULES,swivel chair with casters,0
RYKENE,bed frame,100
RYKENE,nightstand,0
SAGOSTEN,removable cover,100
SALMI,dining table,0
SALONG,vase,100
SALTGRUND,shower curtain,0
SALTSKÄR,mirror cabinet,100
SALTSKÄR,wall cabinet,0
SAMLA,series,100
SAMTID,floor/reading lamp,0
SAMTID,table lamp,100
SANELA,cushion cover,0
SANELA,pair of curtains,100
SANSAD,children's stool,0
SANSAD,children's table,100
SARALISA,fabric,0
SARITA,fabric,100
SARITA,pair of curtains,0
SÄTER,2.5-seat sofa,100
SÄVERN,mirror,0
SÄVERN,series,100
SÄVERN,towel hanger/shelf,0
SÄVERN,wall shelf unit,100
SAXNÄS,frame,0
SCHLUMBERGERA,potted plant,100
SEBASTIAN,bar stool,0
SEDLIG,20-piece cutlery set,100
SEDLIG,coffee spoon,0
SEDLIG,salad/dessert fork,100
SEDLIG,spoon,0
SEDLIG,teaspoon,100
SEKIN,serving bowl,0
SEMVIK,4-piece bathroom set,100
SEMVIK,tumbler,0
SENIOR,oven/serving dish,100
SENIOR,series,0
SIGNE,rug,100
SIGNUM,series,0
SIGRID,dish towel,100
SIGRID,pot holder,0
SIGRID,series,100
SINDAL,door mat,0
SIRLIG,chandelier for 10 candles,100
SJÖVIK,buffet,0
SJÖVIK,dining table,100
SKALA,tray,0
SKÅLIG,serving plate,100
SKÄNKA,frying pan,0
SKÄNKA,pot with lid,100
SKÄNKA,series,0
SKÄR,series,100
SKIMMER,block candle holder,0
SKIMMER,candlestick,100
SKIMRA,shade,0
SKIR,series,100
SKOJ,wall clock,0
SKOJIG,ighting Series,100
SKOJIG,wall lamp,0
SKOJIG,work lamp,100
SKORPOR FULLKORN,wholemeal crisprolls,0
SKORPOR KARDEMUMMA,cardamom crisp rolls,100
SKRAPA,rubber spatula,0
SKRIBENT,book-end,100
SKRUVSTA,swivel chair,0
SKUBB,box,100
SKUBB,box with compartments,0
SKUBB,clothes cover,100
SKUBB,hanging clothes bag,0
SKUBB,organizer with 5 compartments,100
SKUBB,organizer with 9 compartments,0
SKUBB,series,100
SKUBB,shoe box,0
SKUBB,storage box,100
SKUBB,storage case,0
SKUGGIG,curtain rod set,100
SKUGGIG/ENJE,window solution,0
SKUTTA,coaster,100
SKUTTA,place mat,0
SKYDD,wood treatment oil,100
SKYDDA,series,0
SLABANG,alarm clock,100
SLÄTTEN,floor,0
SLÄTTHULT,series,100
SLIPAD,3-piece knife set,0
SLIPAD,knife block with 5 knives,100
SLITBAR,chef's knife,0
SLITBAR,series,100
SLOM,bottle with stopper,0
SLOM,series,100
SLUGGER,caster,0
SLUGIS,box,100
SLUGIS,lid,0
SLUKA,vacuum flask,100
SLUMRA,flat sheet,0
SMÅDAL TV,unit,100
SMÅDAL,bookcase,0
SMÅDAL,bookcase with drawer,100
SMÅDAL,coffee table,0
SMÅDAL,desk,100
SMÅDAL,glass door,0
SMAKA,cheese slicer,100
SMÄRT,table lamp,0
SMARTA NYTTA,serving bowl,100
SMARTA NYTTA,serving plate,0
